execution_order,batch,barcode,number_of_affected_variants,product_title,variant_title,sku,shopify_product_id,shopify_variant_id,status,inventory_item_id,recommended_action,priority,review_reason
232,5,105303,2,WAFFLE EXO™ MILITIA BOX TEE IN OAT/RUST,SMALL,105303,gid://shopify/Product/10279257571633,gid://shopify/ProductVariant/51318681305393,active,gid://shopify/InventoryItem/53386568466737,keep barcode on this variant,high,Only active variant in duplicate group.
233,5,105303,2,WAFFLE EXO™ MILITIA BOX TEE IN CAVIAR/OLIVE,SMALL,105303,gid://shopify/Product/10411747311921,gid://shopify/ProductVariant/51891068010801,archived,gid://shopify/InventoryItem/53966860321073,remove barcode temporarily,medium,Non-active variant duplicates barcode; remove until unique barcode is assigned.
234,5,105304,2,WAFFLE EXO™ MILITIA BOX TEE IN OAT/RUST,MEDIUM,105304,gid://shopify/Product/10279257571633,gid://shopify/ProductVariant/51318681338161,active,gid://shopify/InventoryItem/53386568499505,keep barcode on this variant,high,Only active variant in duplicate group.
235,5,105304,2,WAFFLE EXO™ MILITIA BOX TEE IN CAVIAR/OLIVE,MEDIUM,105304,gid://shopify/Product/10411747311921,gid://shopify/ProductVariant/51891068043569,archived,gid://shopify/InventoryItem/53966860353841,remove barcode temporarily,medium,Non-active variant duplicates barcode; remove until unique barcode is assigned.
236,5,105305,2,WAFFLE EXO™ MILITIA BOX TEE IN OAT/RUST,LARGE,105305,gid://shopify/Product/10279257571633,gid://shopify/ProductVariant/51318681370929,active,gid://shopify/InventoryItem/53386568532273,keep barcode on this variant,high,Only active variant in duplicate group.
237,5,105305,2,WAFFLE EXO™ MILITIA BOX TEE IN CAVIAR/OLIVE,LARGE,105305,gid://shopify/Product/10411747311921,gid://shopify/ProductVariant/51891068076337,archived,gid://shopify/InventoryItem/53966860386609,remove barcode temporarily,medium,Non-active variant duplicates barcode; remove until unique barcode is assigned.
238,5,105306,2,WAFFLE EXO™ MILITIA BOX TEE IN OAT/RUST,EXTRA - LARGE,105306,gid://shopify/Product/10279257571633,gid://shopify/ProductVariant/51318681403697,active,gid://shopify/InventoryItem/53386568565041,keep barcode on this variant,high,Only active variant in duplicate group.
239,5,105306,2,WAFFLE EXO™ MILITIA BOX TEE IN CAVIAR/OLIVE,EXTRA-LARGE,105306,gid://shopify/Product/10411747311921,gid://shopify/ProductVariant/51891068109105,archived,gid://shopify/InventoryItem/53966860419377,remove barcode temporarily,medium,Non-active variant duplicates barcode; remove until unique barcode is assigned.
240,5,105307,2,WAFFLE EXO™ MILITIA BOX TEE IN OAT/RUST,2X - LARGE,105307,gid://shopify/Product/10279257571633,gid://shopify/ProductVariant/51318681436465,active,gid://shopify/InventoryItem/53386568597809,keep barcode on this variant,high,Only active variant in duplicate group.
241,5,105307,2,WAFFLE EXO™ MILITIA BOX TEE IN CAVIAR/OLIVE,2X-LARGE,105307,gid://shopify/Product/10411747311921,gid://shopify/ProductVariant/51891068141873,archived,gid://shopify/InventoryItem/53966860452145,remove barcode temporarily,medium,Non-active variant duplicates barcode; remove until unique barcode is assigned.
242,5,105308,2,WAFFLE EXO™ MILITIA BOX TEE IN OAT/RUST,3X - LARGE,105308,gid://shopify/Product/10279257571633,gid://shopify/ProductVariant/51318681469233,active,gid://shopify/InventoryItem/53386568630577,keep barcode on this variant,high,Only active variant in duplicate group.
243,5,105308,2,WAFFLE EXO™ MILITIA BOX TEE IN CAVIAR/OLIVE,3X-LARGE,105308,gid://shopify/Product/10411747311921,gid://shopify/ProductVariant/51891068174641,archived,gid://shopify/InventoryItem/53966860484913,remove barcode temporarily,medium,Non-active variant duplicates barcode; remove until unique barcode is assigned.
244,5,105309,2,WAFFLE EXO™ MILITIA BOX TEE IN OAT/RUST,4X - LARGE,105309,gid://shopify/Product/10279257571633,gid://shopify/ProductVariant/51318681502001,active,gid://shopify/InventoryItem/53386568663345,keep barcode on this variant,high,Only active variant in duplicate group.
245,5,105309,2,WAFFLE EXO™ MILITIA BOX TEE IN CAVIAR/OLIVE,4X-LARGE,105309,gid://shopify/Product/10411747311921,gid://shopify/ProductVariant/51891068207409,archived,gid://shopify/InventoryItem/53966860517681,remove barcode temporarily,medium,Non-active variant duplicates barcode; remove until unique barcode is assigned.
246,5,110904,2,CLEE INDUSTRIES SWEATSHORTS (MAROON),LARGE,110904,gid://shopify/Product/10512070345009,gid://shopify/ProductVariant/52311843701041,active,gid://shopify/InventoryItem/54406272745777,keep barcode on this variant,high,Only active variant in duplicate group.
247,5,110904,2,CUTOFF HOODIE IN WOOD,LARGE,110904,gid://shopify/Product/10456313069873,gid://shopify/ProductVariant/52053236547889,archived,gid://shopify/InventoryItem/54143835734321,remove barcode temporarily,medium,Non-active variant duplicates barcode; remove until unique barcode is assigned.
248,5,110905,2,CLEE INDUSTRIES SWEATSHORTS (MAROON),EXTRA - LARGE,110905,gid://shopify/Product/10512070345009,gid://shopify/ProductVariant/52311843733809,active,gid://shopify/InventoryItem/54406272778545,keep barcode on this variant,high,Only active variant in duplicate group.
249,5,110905,2,CUTOFF HOODIE IN WOOD,EXTRA - LARGE,110905,gid://shopify/Product/10456313069873,gid://shopify/ProductVariant/52053236580657,archived,gid://shopify/InventoryItem/54143835767089,remove barcode temporarily,medium,Non-active variant duplicates barcode; remove until unique barcode is assigned.
250,5,125805,2,"TAKAO ""FIFO"" TEE IN OAT",LARGE,125805,gid://shopify/Product/10570653499697,gid://shopify/ProductVariant/52805251760433,active,gid://shopify/InventoryItem/54902894788913,keep barcode on this variant,high,Only active variant in duplicate group.
251,6,125805,2,"TAKAO ""FIFO"" TEE IN BLACK",LARGE,125805,gid://shopify/Product/10570654089521,gid://shopify/ProductVariant/52805252153649,archived,gid://shopify/InventoryItem/54902895182129,remove barcode temporarily,medium,Non-active variant duplicates barcode; remove until unique barcode is assigned.
252,6,125806,2,"TAKAO ""FIFO"" TEE IN OAT",EXTRA - LARGE,125806,gid://shopify/Product/10570653499697,gid://shopify/ProductVariant/52805251793201,active,gid://shopify/InventoryItem/54902894821681,keep barcode on this variant,high,Only active variant in duplicate group.
253,6,125806,2,"TAKAO ""FIFO"" TEE IN BLACK",EXTRA - LARGE,125806,gid://shopify/Product/10570654089521,gid://shopify/ProductVariant/52805252186417,archived,gid://shopify/InventoryItem/54902895214897,remove barcode temporarily,medium,Non-active variant duplicates barcode; remove until unique barcode is assigned.
254,6,125807,2,"TAKAO ""FIFO"" TEE IN OAT",2X - LARGE,125807,gid://shopify/Product/10570653499697,gid://shopify/ProductVariant/52805251825969,active,gid://shopify/InventoryItem/54902894854449,keep barcode on this variant,high,Only active variant in duplicate group.
255,6,125807,2,"TAKAO ""FIFO"" TEE IN BLACK",2X - LARGE,125807,gid://shopify/Product/10570654089521,gid://shopify/ProductVariant/52805252219185,archived,gid://shopify/InventoryItem/54902895247665,remove barcode temporarily,medium,Non-active variant duplicates barcode; remove until unique barcode is assigned.
256,6,125808,2,"TAKAO ""FIFO"" TEE IN OAT",3X - LARGE,125808,gid://shopify/Product/10570653499697,gid://shopify/ProductVariant/52805251858737,active,gid://shopify/InventoryItem/54902894887217,keep barcode on this variant,high,Only active variant in duplicate group.
257,6,125808,2,"TAKAO ""FIFO"" TEE IN BLACK",3X - LARGE,125808,gid://shopify/Product/10570654089521,gid://shopify/ProductVariant/52805252251953,archived,gid://shopify/InventoryItem/54902895280433,remove barcode temporarily,medium,Non-active variant duplicates barcode; remove until unique barcode is assigned.
258,6,130102,2,JJ TEE IN HEATHER GREY,EXTRA - SMALL,130102,gid://shopify/Product/10305557201201,gid://shopify/ProductVariant/51411544113457,active,gid://shopify/InventoryItem/53478777651505,keep barcode on this variant,high,Only active variant in duplicate group.
259,6,130102,2,JJ TEE,HEATHER GREY / EXTRA-SMALL,130102,gid://shopify/Product/10341380587825,gid://shopify/ProductVariant/51589542019377,archived,gid://shopify/InventoryItem/53656990810417,remove barcode temporarily,medium,Non-active variant duplicates barcode; remove until unique barcode is assigned.
260,6,130103,2,JJ TEE IN HEATHER GREY,SMALL,130103,gid://shopify/Product/10305557201201,gid://shopify/ProductVariant/51411544146225,active,gid://shopify/InventoryItem/53478777684273,keep barcode on this variant,high,Only active variant in duplicate group.
261,6,130103,2,JJ TEE,HEATHER GREY / SMALL,130103,gid://shopify/Product/10341380587825,gid://shopify/ProductVariant/51589542117681,archived,gid://shopify/InventoryItem/53656990908721,remove barcode temporarily,medium,Non-active variant duplicates barcode; remove until unique barcode is assigned.
262,6,130104,2,JJ TEE IN HEATHER GREY,MEDIUM,130104,gid://shopify/Product/10305557201201,gid://shopify/ProductVariant/51411544178993,active,gid://shopify/InventoryItem/53478777717041,keep barcode on this variant,high,Only active variant in duplicate group.
263,6,130104,2,JJ TEE,HEATHER GREY / MEDIUM,130104,gid://shopify/Product/10341380587825,gid://shopify/ProductVariant/51589542084913,archived,gid://shopify/InventoryItem/53656990875953,remove barcode temporarily,medium,Non-active variant duplicates barcode; remove until unique barcode is assigned.
264,6,130105,2,JJ TEE IN HEATHER GREY,LARGE,130105,gid://shopify/Product/10305557201201,gid://shopify/ProductVariant/51411544211761,active,gid://shopify/InventoryItem/53478777749809,keep barcode on this variant,high,Only active variant in duplicate group.
265,6,130105,2,JJ TEE,HEATHER GREY / LARGE,130105,gid://shopify/Product/10341380587825,gid://shopify/ProductVariant/51589542052145,archived,gid://shopify/InventoryItem/53656990843185,remove barcode temporarily,medium,Non-active variant duplicates barcode; remove until unique barcode is assigned.
266,6,130106,2,JJ TEE IN HEATHER GREY,EXTRA - LARGE,130106,gid://shopify/Product/10305557201201,gid://shopify/ProductVariant/51411544244529,active,gid://shopify/InventoryItem/53478777782577,keep barcode on this variant,high,Only active variant in duplicate group.
267,6,130106,2,JJ TEE,HEATHER GREY / EXTRA-LARGE,130106,gid://shopify/Product/10341380587825,gid://shopify/ProductVariant/51589541986609,archived,gid://shopify/InventoryItem/53656990777649,remove barcode temporarily,medium,Non-active variant duplicates barcode; remove until unique barcode is assigned.
268,6,130107,2,JJ TEE IN HEATHER GREY,2X - LARGE,130107,gid://shopify/Product/10305557201201,gid://shopify/ProductVariant/51411544277297,active,gid://shopify/InventoryItem/53478777815345,keep barcode on this variant,high,Only active variant in duplicate group.
269,6,130107,2,JJ TEE,HEATHER GREY / 2X-LARGE,130107,gid://shopify/Product/10341380587825,gid://shopify/ProductVariant/51589541888305,archived,gid://shopify/InventoryItem/53656990679345,remove barcode temporarily,medium,Non-active variant duplicates barcode; remove until unique barcode is assigned.
270,6,130108,2,JJ TEE IN HEATHER GREY,3X - LARGE,130108,gid://shopify/Product/10305557201201,gid://shopify/ProductVariant/51411544310065,active,gid://shopify/InventoryItem/53478777848113,keep barcode on this variant,high,Only active variant in duplicate group.
271,6,130108,2,JJ TEE,HEATHER GREY / 3X-LARGE,130108,gid://shopify/Product/10341380587825,gid://shopify/ProductVariant/51589541921073,archived,gid://shopify/InventoryItem/53656990712113,remove barcode temporarily,medium,Non-active variant duplicates barcode; remove until unique barcode is assigned.
272,6,130109,2,JJ TEE IN HEATHER GREY,4X - LARGE,130109,gid://shopify/Product/10305557201201,gid://shopify/ProductVariant/51411544342833,active,gid://shopify/InventoryItem/53478777880881,keep barcode on this variant,high,Only active variant in duplicate group.
273,6,130109,2,JJ TEE,HEATHER GREY / 4X-LARGE,130109,gid://shopify/Product/10341380587825,gid://shopify/ProductVariant/51589541953841,archived,gid://shopify/InventoryItem/53656990744881,remove barcode temporarily,medium,Non-active variant duplicates barcode; remove until unique barcode is assigned.
274,6,130402,2,BRIDGET IN ANTHRACITE,SMALL,130402,gid://shopify/Product/10475580260657,gid://shopify/ProductVariant/52150215803185,active,gid://shopify/InventoryItem/54241422770481,keep barcode on this variant,high,Only active variant in duplicate group.
275,6,130402,2,BRIDGET IN CAVIAR,SMALL,130402,gid://shopify/Product/10305856078129,gid://shopify/ProductVariant/51413500690737,archived,gid://shopify/InventoryItem/53480725643569,remove barcode temporarily,medium,Non-active variant duplicates barcode; remove until unique barcode is assigned.
276,6,130403,2,BRIDGET IN ANTHRACITE,LARGE,130403,gid://shopify/Product/10475580260657,gid://shopify/ProductVariant/52150215835953,active,gid://shopify/InventoryItem/54241422803249,keep barcode on this variant,high,Only active variant in duplicate group.
277,6,130403,2,BRIDGET IN CAVIAR,LARGE,130403,gid://shopify/Product/10305856078129,gid://shopify/ProductVariant/51413500756273,archived,gid://shopify/InventoryItem/53480725709105,remove barcode temporarily,medium,Non-active variant duplicates barcode; remove until unique barcode is assigned.
278,6,133202,2,FLIGHT BOMBER JACKET IN NARDO GREY,SMALL,133202,gid://shopify/Product/10464848216369,gid://shopify/ProductVariant/52100478304561,active,gid://shopify/InventoryItem/54191286845745,keep barcode on this variant,high,Only active variant in duplicate group.
279,6,133202,2,FLIGHT BOMBER JACKET,NARDO GREY / SMALL,133202,gid://shopify/Product/10378823467313,gid://shopify/ProductVariant/51759176810801,archived,gid://shopify/InventoryItem/53829980717361,remove barcode temporarily,medium,Non-active variant duplicates barcode; remove until unique barcode is assigned.
280,6,133203,2,FLIGHT BOMBER JACKET IN NARDO GREY,MEDIUM,133203,gid://shopify/Product/10464848216369,gid://shopify/ProductVariant/52100478337329,active,gid://shopify/InventoryItem/54191286878513,keep barcode on this variant,high,Only active variant in duplicate group.
281,6,133203,2,FLIGHT BOMBER JACKET,NARDO GREY / MEDIUM,133203,gid://shopify/Product/10378823467313,gid://shopify/ProductVariant/51759176843569,archived,gid://shopify/InventoryItem/53829980750129,remove barcode temporarily,medium,Non-active variant duplicates barcode; remove until unique barcode is assigned.
282,6,133204,2,FLIGHT BOMBER JACKET IN NARDO GREY,LARGE,133204,gid://shopify/Product/10464848216369,gid://shopify/ProductVariant/52100478370097,active,gid://shopify/InventoryItem/54191286911281,keep barcode on this variant,high,Only active variant in duplicate group.
283,6,133204,2,FLIGHT BOMBER JACKET,NARDO GREY / LARGE,133204,gid://shopify/Product/10378823467313,gid://shopify/ProductVariant/51759176876337,archived,gid://shopify/InventoryItem/53829980782897,remove barcode temporarily,medium,Non-active variant duplicates barcode; remove until unique barcode is assigned.
284,6,133205,2,FLIGHT BOMBER JACKET IN NARDO GREY,EXTRA - LARGE,133205,gid://shopify/Product/10464848216369,gid://shopify/ProductVariant/52100478402865,active,gid://shopify/InventoryItem/54191286944049,keep barcode on this variant,high,Only active variant in duplicate group.
285,6,133205,2,FLIGHT BOMBER JACKET,NARDO GREY / EXTRA-LARGE,133205,gid://shopify/Product/10378823467313,gid://shopify/ProductVariant/51759176909105,archived,gid://shopify/InventoryItem/53829980815665,remove barcode temporarily,medium,Non-active variant duplicates barcode; remove until unique barcode is assigned.
286,6,133206,2,FLIGHT BOMBER JACKET IN NARDO GREY,2X - LARGE,133206,gid://shopify/Product/10464848216369,gid://shopify/ProductVariant/52100478435633,active,gid://shopify/InventoryItem/54191286976817,keep barcode on this variant,high,Only active variant in duplicate group.
287,6,133206,2,FLIGHT BOMBER JACKET,NARDO GREY / 2X-LARGE,133206,gid://shopify/Product/10378823467313,gid://shopify/ProductVariant/51759176941873,archived,gid://shopify/InventoryItem/53829980848433,remove barcode temporarily,medium,Non-active variant duplicates barcode; remove until unique barcode is assigned.
288,6,144302,2,LITTLE HUMAN™ 4 POCKET CUBAN SHIRT,TAN / 1-2,144302,gid://shopify/Product/10383548481841,gid://shopify/ProductVariant/51940973936945,active,gid://shopify/InventoryItem/54017985708337,keep barcode on this variant,high,Only active variant in duplicate group.
289,6,144302,2,LITTLE HUMAN™ 4 POCKET CUBAN SHIRT IN TAN,1-2,144302,gid://shopify/Product/10515076579633,gid://shopify/ProductVariant/52327314227505,archived,gid://shopify/InventoryItem/54421827944753,remove barcode temporarily,medium,Non-active variant duplicates barcode; remove until unique barcode is assigned.
290,6,144303,2,LITTLE HUMAN™ 4 POCKET CUBAN SHIRT,TAN / 3-4,144303,gid://shopify/Product/10383548481841,gid://shopify/ProductVariant/51940973969713,active,gid://shopify/InventoryItem/54017985741105,keep barcode on this variant,high,Only active variant in duplicate group.
291,6,144303,2,LITTLE HUMAN™ 4 POCKET CUBAN SHIRT IN TAN,3-4,144303,gid://shopify/Product/10515076579633,gid://shopify/ProductVariant/52327314260273,archived,gid://shopify/InventoryItem/54421827977521,remove barcode temporarily,medium,Non-active variant duplicates barcode; remove until unique barcode is assigned.
292,6,144304,2,LITTLE HUMAN™ 4 POCKET CUBAN SHIRT,TAN / 5-6,144304,gid://shopify/Product/10383548481841,gid://shopify/ProductVariant/51940974002481,active,gid://shopify/InventoryItem/54017985773873,keep barcode on this variant,high,Only active variant in duplicate group.
293,6,144304,2,LITTLE HUMAN™ 4 POCKET CUBAN SHIRT IN TAN,5-6,144304,gid://shopify/Product/10515076579633,gid://shopify/ProductVariant/52327314293041,archived,gid://shopify/InventoryItem/54421828010289,remove barcode temporarily,medium,Non-active variant duplicates barcode; remove until unique barcode is assigned.
294,6,144305,2,LITTLE HUMAN™ 4 POCKET CUBAN SHIRT,TAN / 7-8,144305,gid://shopify/Product/10383548481841,gid://shopify/ProductVariant/51940974035249,active,gid://shopify/InventoryItem/54017985806641,keep barcode on this variant,high,Only active variant in duplicate group.
295,6,144305,2,LITTLE HUMAN™ 4 POCKET CUBAN SHIRT IN TAN,7-8,144305,gid://shopify/Product/10515076579633,gid://shopify/ProductVariant/52327314325809,archived,gid://shopify/InventoryItem/54421828043057,remove barcode temporarily,medium,Non-active variant duplicates barcode; remove until unique barcode is assigned.
296,6,144306,2,LITTLE HUMAN™ 4 POCKET CUBAN SHIRT,TAN / 9-10,144306,gid://shopify/Product/10383548481841,gid://shopify/ProductVariant/51940974068017,active,gid://shopify/InventoryItem/54017985839409,keep barcode on this variant,high,Only active variant in duplicate group.
297,6,144306,2,LITTLE HUMAN™ 4 POCKET CUBAN SHIRT IN TAN,9-10,144306,gid://shopify/Product/10515076579633,gid://shopify/ProductVariant/52327314358577,archived,gid://shopify/InventoryItem/54421828075825,remove barcode temporarily,medium,Non-active variant duplicates barcode; remove until unique barcode is assigned.
298,6,144307,2,LITTLE HUMAN™ 4 POCKET CUBAN SHIRT,TAN / 11-12,144307,gid://shopify/Product/10383548481841,gid://shopify/ProductVariant/51940974100785,active,gid://shopify/InventoryItem/54017985872177,keep barcode on this variant,high,Only active variant in duplicate group.
299,6,144307,2,LITTLE HUMAN™ 4 POCKET CUBAN SHIRT IN TAN,11-12,144307,gid://shopify/Product/10515076579633,gid://shopify/ProductVariant/52327314391345,archived,gid://shopify/InventoryItem/54421828108593,remove barcode temporarily,medium,Non-active variant duplicates barcode; remove until unique barcode is assigned.
300,6,144308,2,LITTLE HUMAN™ 4 POCKET CUBAN SHIRT,TAN / 13-14,144308,gid://shopify/Product/10383548481841,gid://shopify/ProductVariant/51940974133553,active,gid://shopify/InventoryItem/54017985904945,keep barcode on this variant,high,Only active variant in duplicate group.
301,7,144308,2,LITTLE HUMAN™ 4 POCKET CUBAN SHIRT IN TAN,13-14,144308,gid://shopify/Product/10515076579633,gid://shopify/ProductVariant/52327314424113,archived,gid://shopify/InventoryItem/54421828141361,remove barcode temporarily,medium,Non-active variant duplicates barcode; remove until unique barcode is assigned.
302,7,176302,2,"""VINES AND THORNS"" OVERPOCKET PHAT PANTS",OLIVE / SMALL,176302,gid://shopify/Product/10380877660465,gid://shopify/ProductVariant/51767899160881,active,gid://shopify/InventoryItem/53838893613361,keep barcode on this variant,high,Only active variant in duplicate group.
303,7,176302,2,"""VINES AND THORNS"" OVERPOCKET PHAT PANTS IN OLIVE",SMALL,176302,gid://shopify/Product/10482694619441,gid://shopify/ProductVariant/52177687675185,archived,gid://shopify/InventoryItem/54269279732017,remove barcode temporarily,medium,Non-active variant duplicates barcode; remove until unique barcode is assigned.
304,7,176303,2,"""VINES AND THORNS"" OVERPOCKET PHAT PANTS",OLIVE / MEDIUM,176303,gid://shopify/Product/10380877660465,gid://shopify/ProductVariant/51767899193649,active,gid://shopify/InventoryItem/53838893646129,keep barcode on this variant,high,Only active variant in duplicate group.
305,7,176303,2,"""VINES AND THORNS"" OVERPOCKET PHAT PANTS IN OLIVE",MEDIUM,176303,gid://shopify/Product/10482694619441,gid://shopify/ProductVariant/52177687707953,archived,gid://shopify/InventoryItem/54269279764785,remove barcode temporarily,medium,Non-active variant duplicates barcode; remove until unique barcode is assigned.
306,7,176304,2,"""VINES AND THORNS"" OVERPOCKET PHAT PANTS",OLIVE / LARGE,176304,gid://shopify/Product/10380877660465,gid://shopify/ProductVariant/51767899226417,active,gid://shopify/InventoryItem/53838893678897,keep barcode on this variant,high,Only active variant in duplicate group.
307,7,176304,2,"""VINES AND THORNS"" OVERPOCKET PHAT PANTS IN OLIVE",LARGE,176304,gid://shopify/Product/10482694619441,gid://shopify/ProductVariant/52177687740721,archived,gid://shopify/InventoryItem/54269279797553,remove barcode temporarily,medium,Non-active variant duplicates barcode; remove until unique barcode is assigned.
308,7,176305,2,"""VINES AND THORNS"" OVERPOCKET PHAT PANTS",OLIVE / EXTRA - LARGE,176305,gid://shopify/Product/10380877660465,gid://shopify/ProductVariant/51767899259185,active,gid://shopify/InventoryItem/53838893711665,keep barcode on this variant,high,Only active variant in duplicate group.
309,7,176305,2,"""VINES AND THORNS"" OVERPOCKET PHAT PANTS IN OLIVE",EXTRA-LARGE,176305,gid://shopify/Product/10482694619441,gid://shopify/ProductVariant/52177687773489,archived,gid://shopify/InventoryItem/54269279830321,remove barcode temporarily,medium,Non-active variant duplicates barcode; remove until unique barcode is assigned.
310,7,176306,2,"""VINES AND THORNS"" OVERPOCKET PHAT PANTS",OLIVE / 2X - LARGE,176306,gid://shopify/Product/10380877660465,gid://shopify/ProductVariant/51767899291953,active,gid://shopify/InventoryItem/53838893744433,keep barcode on this variant,high,Only active variant in duplicate group.
311,7,176306,2,"""VINES AND THORNS"" OVERPOCKET PHAT PANTS IN OLIVE",2X-LARGE,176306,gid://shopify/Product/10482694619441,gid://shopify/ProductVariant/52177687806257,archived,gid://shopify/InventoryItem/54269279863089,remove barcode temporarily,medium,Non-active variant duplicates barcode; remove until unique barcode is assigned.
312,7,176307,2,"""VINES AND THORNS"" OVERPOCKET PHAT PANTS",OLIVE / 3X - LARGE,176307,gid://shopify/Product/10380877660465,gid://shopify/ProductVariant/51767899324721,active,gid://shopify/InventoryItem/53838893777201,keep barcode on this variant,high,Only active variant in duplicate group.
313,7,176307,2,"""VINES AND THORNS"" OVERPOCKET PHAT PANTS IN OLIVE",3X-LARGE,176307,gid://shopify/Product/10482694619441,gid://shopify/ProductVariant/52177687839025,archived,gid://shopify/InventoryItem/54269279895857,remove barcode temporarily,medium,Non-active variant duplicates barcode; remove until unique barcode is assigned.
314,7,179602,2,EIRENE IN ANTHRACITE,SMALL,179602,gid://shopify/Product/10549071970609,gid://shopify/ProductVariant/52437197652273,active,gid://shopify/InventoryItem/54533943689521,keep barcode on this variant,high,Only active variant in duplicate group.
315,7,179602,2,EIRENE,ANTHRACITE / SMALL,179602,gid://shopify/Product/10378784473393,gid://shopify/ProductVariant/51759086928177,archived,gid://shopify/InventoryItem/53829889917233,remove barcode temporarily,medium,Non-active variant duplicates barcode; remove until unique barcode is assigned.
316,7,179603,2,EIRENE IN ANTHRACITE,LARGE,179603,gid://shopify/Product/10549071970609,gid://shopify/ProductVariant/52437197685041,active,gid://shopify/InventoryItem/54533943722289,keep barcode on this variant,high,Only active variant in duplicate group.
317,7,179603,2,EIRENE,ANTHRACITE / LARGE,179603,gid://shopify/Product/10378784473393,gid://shopify/ProductVariant/51759086993713,archived,gid://shopify/InventoryItem/53829889982769,remove barcode temporarily,medium,Non-active variant duplicates barcode; remove until unique barcode is assigned.
318,7,179604,2,EIRENE IN CELADON,SMALL,179604,gid://shopify/Product/10549071905073,gid://shopify/ProductVariant/52437197226289,active,gid://shopify/InventoryItem/54533943263537,keep barcode on this variant,high,Only active variant in duplicate group.
319,7,179604,2,EIRENE,CELADON / SMALL,179604,gid://shopify/Product/10378784473393,gid://shopify/ProductVariant/51768097440049,archived,gid://shopify/InventoryItem/53839093268785,remove barcode temporarily,medium,Non-active variant duplicates barcode; remove until unique barcode is assigned.
320,7,179605,2,EIRENE IN CELADON,LARGE,179605,gid://shopify/Product/10549071905073,gid://shopify/ProductVariant/52437197259057,active,gid://shopify/InventoryItem/54533943296305,keep barcode on this variant,high,Only active variant in duplicate group.
321,7,179605,2,EIRENE,CELADON / LARGE,179605,gid://shopify/Product/10378784473393,gid://shopify/ProductVariant/51768097472817,archived,gid://shopify/InventoryItem/53839093301553,remove barcode temporarily,medium,Non-active variant duplicates barcode; remove until unique barcode is assigned.
322,7,181602,2,FLIGHT BOMBER JACKET IN GRAPHITE,SMALL,181602,gid://shopify/Product/10478801486129,gid://shopify/ProductVariant/52160697106737,active,gid://shopify/InventoryItem/54252133417265,keep barcode on this variant,high,Only active variant in duplicate group.
323,7,181602,2,FLIGHT BOMBER JACKET,GRAPHITE / SMALL,181602,gid://shopify/Product/10378823467313,gid://shopify/ProductVariant/51793645306161,archived,gid://shopify/InventoryItem/53864988803377,remove barcode temporarily,medium,Non-active variant duplicates barcode; remove until unique barcode is assigned.
324,7,181603,2,FLIGHT BOMBER JACKET IN GRAPHITE,MEDIUM,181603,gid://shopify/Product/10478801486129,gid://shopify/ProductVariant/52160697139505,active,gid://shopify/InventoryItem/54252133450033,keep barcode on this variant,high,Only active variant in duplicate group.
325,7,181603,2,FLIGHT BOMBER JACKET,GRAPHITE / MEDIUM,181603,gid://shopify/Product/10378823467313,gid://shopify/ProductVariant/51793645338929,archived,gid://shopify/InventoryItem/53864988836145,remove barcode temporarily,medium,Non-active variant duplicates barcode; remove until unique barcode is assigned.
326,7,181604,2,FLIGHT BOMBER JACKET IN GRAPHITE,LARGE,181604,gid://shopify/Product/10478801486129,gid://shopify/ProductVariant/52160697172273,active,gid://shopify/InventoryItem/54252133482801,keep barcode on this variant,high,Only active variant in duplicate group.
327,7,181604,2,FLIGHT BOMBER JACKET,GRAPHITE / LARGE,181604,gid://shopify/Product/10378823467313,gid://shopify/ProductVariant/51793645371697,archived,gid://shopify/InventoryItem/53864988868913,remove barcode temporarily,medium,Non-active variant duplicates barcode; remove until unique barcode is assigned.
328,7,181605,2,FLIGHT BOMBER JACKET IN GRAPHITE,EXTRA - LARGE,181605,gid://shopify/Product/10478801486129,gid://shopify/ProductVariant/52160697205041,active,gid://shopify/InventoryItem/54252133515569,keep barcode on this variant,high,Only active variant in duplicate group.
329,7,181605,2,FLIGHT BOMBER JACKET,GRAPHITE / EXTRA-LARGE,181605,gid://shopify/Product/10378823467313,gid://shopify/ProductVariant/51793645404465,archived,gid://shopify/InventoryItem/53864988901681,remove barcode temporarily,medium,Non-active variant duplicates barcode; remove until unique barcode is assigned.
330,7,181606,2,FLIGHT BOMBER JACKET IN GRAPHITE,2X - LARGE,181606,gid://shopify/Product/10478801486129,gid://shopify/ProductVariant/52160697237809,active,gid://shopify/InventoryItem/54252133548337,keep barcode on this variant,high,Only active variant in duplicate group.
331,7,181606,2,FLIGHT BOMBER JACKET,GRAPHITE / 2X-LARGE,181606,gid://shopify/Product/10378823467313,gid://shopify/ProductVariant/51793645437233,archived,gid://shopify/InventoryItem/53864988934449,remove barcode temporarily,medium,Non-active variant duplicates barcode; remove until unique barcode is assigned.
332,7,181607,2,FLIGHT BOMBER JACKET IN GRAPHITE,3X - LARGE,181607,gid://shopify/Product/10478801486129,gid://shopify/ProductVariant/52160697270577,active,gid://shopify/InventoryItem/54252133581105,keep barcode on this variant,high,Only active variant in duplicate group.
333,7,181607,2,FLIGHT BOMBER JACKET,GRAPHITE / 3X-LARGE,181607,gid://shopify/Product/10378823467313,gid://shopify/ProductVariant/51793647370545,archived,gid://shopify/InventoryItem/53864990867761,remove barcode temporarily,medium,Non-active variant duplicates barcode; remove until unique barcode is assigned.
